,Series Name,MP,MP_plus,TFR,Number of births,Number of women of childbearing age,EF,EM,Disposable income,"LFP, female (%)",DI_low,DI_high,recession,boom,unemployment rate,un_ave,move_in,move_out
HSH,2009-03,10000,0,1.48,628,133439,11.36,12.23,1011033,48,0,1,1,0,5.7,1.5,1524,1229
HSH,2009-04,10000,0,1.48,367,133558,11.36,12.23,1011033,48,0,1,1,0,5.7,1.5,1328,1012
HSH,2009-05,10000,0,1.48,429,133670,11.36,12.23,1011033,48,0,1,1,0,5.7,1.5,1514,1019
HSH,2009-06,10000,0,1.48,490,133910,11.36,12.23,1011033,48,0,1,1,0,5.7,1.5,1790,1348
HSH,2009-07,10000,0,1.48,526,134212,11.36,12.23,1011033,48,0,1,1,0,6,1.8,1675,1179
HSH,2009-08,10000,0,1.48,474,134444,11.36,12.23,1011033,48,0,1,1,0,6,1.8,1731,1157
HSH,2009-09,10000,0,1.48,506,134703,11.36,12.23,1011033,48,0,1,1,0,6,1.8,1532,1075
HSH,2009-10,10000,0,1.48,545,134974,11.36,12.23,1011033,48,0,1,0,1,6,1.8,1059,752
HSH,2009-11,10000,0,1.48,551,135193,11.36,12.23,1011033,48,0,1,0,1,6,1.8,1034,747
HSH,2009-12,10000,0,1.48,576,135492,11.36,12.23,1011033,48,0,1,0,1,6,1.8,1652,1144
HSH,2010-01,10000,0,1.18,450,135609,11.51,12.37,1052587,49.9,0,1,0,1,5.3,1.1,1239,988
HSH,2010-02,10000,0,1.18,369,135636,11.51,12.37,1052587,49.9,0,1,0,1,5.3,1.1,1137,918
HSH,2010-03,10000,0,1.18,469,135812,11.51,12.37,1052587,49.9,0,1,0,1,5.3,1.1,1523,1396
HSH,2010-04,10000,0,1.18,431,135832,11.51,12.37,1052587,49.9,0,1,0,1,5.3,1.1,1342,1220
HSH,2010-05,10000,0,1.18,376,135840,11.51,12.37,1052587,49.9,0,1,0,1,5.3,1.1,1378,1758
HSH,2010-06,10000,0,1.18,456,135224,11.51,12.37,1052587,49.9,0,1,0,1,5.3,1.1,1416,3621
HSH,2010-07,10000,0,1.18,399,135608,11.51,12.37,1052587,49.9,0,1,0,1,4.9,0.7,2256,1322
HSH,2010-08,10000,0,1.18,416,135871,11.51,12.37,1052587,49.9,0,1,0,1,4.9,0.7,2032,1373
HSH,2010-09,10000,0,1.18,390,136035,11.51,12.37,1052587,49.9,0,1,0,1,4.9,0.7,1592,1253
HSH,2010-10,10000,0,1.18,412,136093,11.51,12.37,1052587,49.9,0,1,0,1,4.9,0.7,1069,975
HSH,2010-11,10000,0,1.18,428,136122,11.51,12.37,1052587,49.9,0,1,0,1,4.9,0.7,995,944
HSH,2010-12,10000,0,1.18,435,136321,11.51,12.37,1052587,49.9,0,1,0,1,4.9,0.7,1331,1004
HSH,2011-01,10000,0,1.34,414,136352,11.64,12.5,1097918,51.2,0,1,0,1,4.2,0,1168,1039
HSH,2011-02,10000,0,1.34,353,136401,11.64,12.5,1097918,51.2,0,1,0,1,4.2,0,1104,846
HSH,2011-03,10000,0,1.34,492,136463,11.64,12.5,1097918,51.2,0,1,0,1,4.2,0,1516,1251
HSH,2011-04,10000,0,1.34,415,136613,11.64,12.5,1097918,51.2,0,1,0,1,4.2,0,1393,1068
HSH,2011-05,10000,0,1.34,466,136756,11.64,12.5,1097918,51.2,0,1,0,1,4.2,0,1567,1232
HSH,2011-06,10000,0,1.34,453,136844,11.64,12.5,1097918,51.2,0,1,0,1,4.2,0,1411,1297
HSH,2011-07,10000,0,1.34,431,137008,11.64,12.5,1097918,51.2,0,1,0,1,4.1,-0.1,1521,1170
HSH,2011-08,10000,0,1.34,484,137159,11.64,12.5,1097918,51.2,0,1,1,0,4.1,-0.1,1654,1323
HSH,2011-09,10000,0,1.34,459,137315,11.64,12.5,1097918,51.2,0,1,1,0,4.1,-0.1,1635,1278
HSH,2011-10,10000,0,1.34,459,137436,11.64,12.5,1097918,51.2,0,1,1,0,4.1,-0.1,1199,929
HSH,2011-11,10000,0,1.34,524,137471,11.64,12.5,1097918,51.2,0,1,1,0,4.1,-0.1,1003,952
HSH,2011-12,10000,0,1.34,531,137481,11.64,12.5,1097918,51.2,0,1,1,0,4.1,-0.1,1015,950
HSH,2012-01,10000,0,1.55,440,137487,11.78,12.63,1093853,51.1,0,1,1,0,4,-0.2,905,855
HSH,2012-02,10000,0,1.55,498,137544,11.78,12.63,1093853,51.1,0,1,1,0,4,-0.2,1470,1118
HSH,2012-03,10000,0,1.55,533,137670,11.78,12.63,1093853,51.1,0,1,1,0,4,-0.2,1515,1239
HSH,2012-04,10000,0,1.55,484,137675,11.78,12.63,1093853,51.1,0,1,1,0,4,-0.2,1281,1116
HSH,2012-05,10000,0,1.55,526,137785,11.78,12.63,1093853,51.1,0,1,1,0,4,-0.2,1609,1280
HSH,2012-06,10000,0,1.55,524,137894,11.78,12.63,1093853,51.1,0,1,1,0,4,-0.2,1376,1103
HSH,2012-07,10000,0,1.55,449,138022,11.78,12.63,1093853,51.1,0,1,1,0,4.1,-0.1,1685,1334
HSH,2012-08,10000,0,1.55,563,138282,11.78,12.63,1093853,51.1,0,1,1,0,4.1,-0.1,1933,1381
HSH,2012-09,10000,0,1.55,491,138472,11.78,12.63,1093853,51.1,0,1,1,0,4.1,-0.1,1591,1010
HSH,2012-10,10000,0,1.55,585,138609,11.78,12.63,1093853,51.1,0,1,1,0,4.1,-0.1,1218,980
HSH,2012-11,10000,0,1.55,547,138633,11.78,12.63,1093853,51.1,0,1,1,0,4.1,-0.1,1062,863
HSH,2012-12,10000,0,1.55,564,138724,11.78,12.63,1093853,51.1,0,1,1,0,4.1,-0.1,1207,854
HSH,2013-01,10000,0,1.3,574,138779,11.93,12.77,1073893,50.5,0,1,1,0,3.9,-0.3,1354,1028
HSH,2013-02,10000,0,1.3,433,138683,11.93,12.77,1073893,50.5,0,1,1,0,3.9,-0.3,1030,804
HSH,2013-03,10000,0,1.3,478,138702,11.93,12.77,1073893,50.5,0,1,1,0,3.9,-0.3,1370,1076
HSH,2013-04,10000,0,1.3,436,138755,11.93,12.77,1073893,50.5,0,1,1,0,3.9,-0.3,1383,1035
HSH,2013-05,10000,0,1.3,421,138856,11.93,12.77,1073893,50.5,0,1,1,0,3.9,-0.3,1872,1343
HSH,2013-06,10000,0,1.3,374,138938,11.93,12.77,1073893,50.5,0,1,0,1,3.9,-0.3,1383,1013
HSH,2013-07,10000,0,1.3,469,139111,11.93,12.77,1073893,50.5,0,1,1,0,4.1,-0.1,1686,1197
HSH,2013-08,10000,0,1.3,449,139269,11.93,12.77,1073893,50.5,0,1,1,0,4.1,-0.1,1800,1159
HSH,2013-09,10000,0,1.3,408,139451,11.93,12.77,1073893,50.5,0,1,1,0,4.1,-0.1,1820,1124
HSH,2013-10,10000,0,1.3,458,139413,11.93,12.77,1073893,50.5,0,1,1,0,4.1,-0.1,1158,946
HSH,2013-11,10000,0,1.3,476,139456,11.93,12.77,1073893,50.5,0,1,1,0,4.1,-0.1,1161,909
HSH,2013-12,10000,0,1.3,457,139457,11.93,12.77,1073893,50.5,0,1,0,1,4.1,-0.1,1296,964
HSH,2014-01,10000,0,1.42,451,139425,12.04,12.89,1108941,50.8,0,1,1,0,4,-0.2,1209,944
HSH,2014-02,10000,0,1.42,414,139450,12.04,12.89,1108941,50.8,0,1,0,1,4,-0.2,1237,905
HSH,2014-03,10000,0,1.42,490,139510,12.04,12.89,1108941,50.8,0,1,0,1,4,-0.2,1543,1133
HSH,2014-04,10000,0,1.42,495,139632,12.04,12.89,1108941,50.8,0,1,0,1,4,-0.2,1719,1137
HSH,2014-05,10000,0,1.42,423,139849,12.04,12.89,1108941,50.8,0,1,0,1,4,-0.2,2065,1282
HSH,2014-06,10000,0,1.42,417,139990,12.04,12.89,1108941,50.8,0,1,0,1,4,-0.2,1504,1140
HSH,2014-07,10000,0,1.42,490,140143,12.04,12.89,1108941,50.8,0,1,0,1,3.8,-0.4,1613,1174
HSH,2014-08,10000,0,1.42,467,140310,12.04,12.89,1108941,50.8,0,1,0,1,3.8,-0.4,1648,1048
HSH,2014-09,10000,0,1.42,543,140458,12.04,12.89,1108941,50.8,0,1,0,1,3.8,-0.4,1598,1040
HSH,2014-10,10000,0,1.42,500,140484,12.04,12.89,1108941,50.8,0,1,0,1,3.8,-0.4,985,739
HSH,2014-11,10000,0,1.42,493,140456,12.04,12.89,1108941,50.8,0,1,0,1,3.8,-0.4,767,580
HSH,2014-12,10000,0,1.42,572,140506,12.04,12.89,1108941,50.8,0,1,1,0,3.8,-0.4,1673,1246
HSH,2015-01,15000,5000,1.35,503,140396,12.15,12.99,1026352,52.4,0,1,0,1,3.6,-0.6,1264,1187
HSH,2015-02,15000,5000,1.35,406,140266,12.15,12.99,1026352,52.4,0,1,0,1,3.6,-0.6,926,1016
HSH,2015-03,15000,5000,1.35,482,140135,12.15,12.99,1026352,52.4,0,1,1,0,3.6,-0.6,1470,1487
HSH,2015-04,15000,5000,1.35,403,140104,12.15,12.99,1026352,52.4,0,1,1,0,3.6,-0.6,1330,1311
HSH,2015-05,15000,5000,1.35,424,140180,12.15,12.99,1026352,52.4,0,1,1,0,3.6,-0.6,1740,1324
HSH,2015-06,15000,5000,1.35,461,140234,12.15,12.99,1026352,52.4,0,1,1,0,3.6,-0.6,1454,1156
HSH,2015-07,15000,5000,1.35,452,140351,12.15,12.99,1026352,52.4,0,1,1,0,3.7,-0.5,1553,1203
HSH,2015-08,15000,5000,1.35,469,140520,12.15,12.99,1026352,52.4,0,1,1,0,3.7,-0.5,1513,1111
HSH,2015-09,15000,5000,1.35,447,140597,12.15,12.99,1026352,52.4,0,1,1,0,3.7,-0.5,1335,1065
HSH,2015-10,15000,5000,1.35,525,140628,12.15,12.99,1026352,52.4,0,1,1,0,3.7,-0.5,1116,901
HSH,2015-11,15000,5000,1.35,483,140716,12.15,12.99,1026352,52.4,0,1,1,0,3.7,-0.5,1067,832
HSH,2015-12,15000,5000,1.35,529,140786,12.15,12.99,1026352,52.4,0,1,1,0,3.7,-0.5,1147,841
HSH,2016-01,15000,5000,1.39,429,140835,12.27,13.1,1105002,51.9,0,1,1,0,3.8,-0.4,1318,968
HSH,2016-02,15000,5000,1.39,397,140826,12.27,13.1,1105002,51.9,0,1,1,0,3.8,-0.4,1063,822
HSH,2016-03,15000,5000,1.39,492,140778,12.27,13.1,1105002,51.9,0,1,1,0,3.8,-0.4,1419,1061
HSH,2016-04,15000,5000,1.39,420,140844,12.27,13.1,1105002,51.9,0,1,1,0,3.8,-0.4,1251,906
HSH,2016-05,15000,5000,1.39,448,140891,12.27,13.1,1105002,51.9,0,1,1,0,3.8,-0.4,1619,1127
HSH,2016-06,15000,5000,1.39,465,140995,12.27,13.1,1105002,51.9,0,1,1,0,3.8,-0.4,1337,1095
HSH,2016-07,15000,5000,1.39,432,141144,12.27,13.1,1105002,51.9,0,1,0,1,3.9,-0.3,1392,996
HSH,2016-08,15000,5000,1.39,483,141237,12.27,13.1,1105002,51.9,0,1,0,1,3.9,-0.3,1562,1208
HSH,2016-09,15000,5000,1.39,452,141331,12.27,13.1,1105002,51.9,0,1,0,1,3.9,-0.3,1487,1027
HSH,2016-10,15000,5000,1.39,544,141252,12.27,13.1,1105002,51.9,0,1,0,1,3.9,-0.3,1100,933
HSH,2016-11,15000,5000,1.39,455,141128,12.27,13.1,1105002,51.9,0,1,0,1,3.9,-0.3,1095,972
HSH,2016-12,15000,5000,1.39,539,141093,12.27,13.1,1105002,51.9,0,1,0,1,3.9,-0.3,1184,878
HSH,2017-01,10000,0,1.25,419,141106,12.38,13.2,1271770,51.5,0,1,0,1,3.6,-0.6,963,804
HSH,2017-02,10000,0,1.25,357,141092,12.38,13.2,1271770,51.5,0,1,0,1,3.6,-0.6,1205,969
HSH,2017-03,10000,0,1.25,505,141124,12.38,13.2,1271770,51.5,0,1,0,1,3.6,-0.6,1338,1108
HSH,2017-04,10000,0,1.25,350,141144,12.38,13.2,1271770,51.5,0,1,1,0,3.6,-0.6,1129,943
HSH,2017-05,10000,0,1.25,415,141133,12.38,13.2,1271770,51.5,0,1,1,0,3.6,-0.6,1574,1204
HSH,2017-06,10000,0,1.25,376,141215,12.38,13.2,1271770,51.5,0,1,1,0,3.6,-0.6,1476,1098
HSH,2017-07,10000,0,1.25,413,141281,12.38,13.2,1271770,51.5,0,1,1,0,3.8,-0.4,1353,980
HSH,2017-08,10000,0,1.25,409,141346,12.38,13.2,1271770,51.5,0,1,0,1,3.8,-0.4,1690,1194
HSH,2017-09,10000,0,1.25,415,141446,12.38,13.2,1271770,51.5,0,1,0,1,3.8,-0.4,1429,974
HSH,2017-10,10000,0,1.25,401,141449,12.38,13.2,1271770,51.5,0,1,0,1,3.8,-0.4,958,815
HSH,2017-11,10000,0,1.25,471,141498,12.38,13.2,1271770,51.5,0,1,0,1,3.8,-0.4,1131,890
HSH,2017-12,10000,0,1.25,422,141445,12.38,13.2,1271770,51.5,0,1,1,0,3.8,-0.4,1198,951
HSH,2018-01,10000,0,1.14,405,141373,12.48,13.3,1183400,50.8,0,1,1,0,3.6,-0.6,1196,1064
HSH,2018-02,10000,0,1.14,298,141314,12.48,13.3,1183400,50.8,0,1,0,1,3.6,-0.6,969,781
HSH,2018-03,10000,0,1.14,392,141311,12.48,13.3,1183400,50.8,0,1,0,1,3.6,-0.6,1759,1350
HSH,2018-04,10000,0,1.14,341,141287,12.48,13.3,1183400,50.8,0,1,0,1,3.6,-0.6,1375,1021
HSH,2018-05,10000,0,1.14,410,141377,12.48,13.3,1183400,50.8,0,1,0,1,3.6,-0.6,1975,1334
HSH,2018-06,10000,0,1.14,347,141469,12.48,13.3,1183400,50.8,0,1,1,0,3.6,-0.6,1453,991
HSH,2018-07,10000,0,1.14,395,141562,12.48,13.3,1183400,50.8,0,1,0,1,3.7,-0.5,1578,1152
HSH,2018-08,10000,0,1.14,364,141646,12.48,13.3,1183400,50.8,0,1,0,1,3.7,-0.5,1654,1117
HSH,2018-09,10000,0,1.14,330,141639,12.48,13.3,1183400,50.8,0,1,1,0,3.7,-0.5,1379,936
HSH,2018-10,10000,0,1.14,412,141568,12.48,13.3,1183400,50.8,0,1,1,0,3.7,-0.5,986,835
HSH,2018-11,10000,0,1.14,414,141513,12.48,13.3,1183400,50.8,0,1,1,0,3.7,-0.5,980,784
HSH,2018-12,10000,0,1.14,341,141480,12.48,13.3,1183400,50.8,0,1,1,0,3.7,-0.5,1451,1095
HSH,2019-01,10000,10000,1.13,447,141416,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1364,1112
HSH,2019-02,10000,10000,1.13,301,141383,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1165,844
HSH,2019-03,10000,10000,1.13,388,141365,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1355,987
HSH,2019-04,10000,10000,1.13,335,141401,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1475,969
HSH,2019-05,10000,10000,1.13,376,141458,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1923,1180
HSH,2019-06,10000,10000,1.13,323,141471,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1279,883
HSH,2019-07,10000,10000,1.13,362,141667,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,2121,1183
HSH,2019-08,10000,10000,1.13,346,141870,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,2067,1044
HSH,2019-09,10000,10000,1.13,353,141957,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1760,933
HSH,2019-10,10000,10000,1.13,436,141983,12.6,13.42,1224585,54,0,1,1,0,3.8,-0.4,1152,831
HSH,2019-11,10000,10000,1.13,354,141893,12.6,13.42,1224585,54,0,1,0,1,3.8,-0.4,935,730
HSH,2019-12,10000,10000,1.13,431,141877,12.6,13.42,1224585,54,0,1,0,1,3.8,-0.4,1112,638
MAL,1999-01,3000,0,1.8,592,143359,8.92,9.99,779814,44.6,1,0,1,0,2.1,-2.1,970,1319
MAL,1999-02,3000,0,1.8,519,143330,8.92,9.99,779814,44.6,1,0,1,0,2.1,-2.1,988,1303
MAL,1999-03,3000,0,1.8,781,143295,8.92,9.99,779814,44.6,1,0,1,0,2.1,-2.1,1187,1736
MAL,1999-04,3000,0,1.8,635,143256,8.92,9.99,779814,44.6,1,0,1,0,2.1,-2.1,961,1419
MAL,1999-05,3000,0,1.8,656,143281,8.92,9.99,779814,44.6,1,0,1,0,2.1,-2.1,1065,1295
MAL,1999-06,3000,0,1.8,635,143256,8.92,9.99,779814,44.6,1,0,0,1,2.1,-2.1,1003,1450
